Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
ca,basement storage shelving ideas,basement renovation,,,,,50,32,0.13,1.00,195,Informational,"Site Links, Image, People Also Ask, Image Pack, Reviews, Video, Video Carousel, Popular Products, Related Searches, Discussions And Forums","0.18,0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.18,0.18,0.18,0.18",20,,
ca,before and after remodel kitchen,basement renovation,,,,,50,36,0.49,0.26,193,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.18,0.45,0.45,0.63,0.63,0.63,0.63,0.81,0.00,0.63,1.00,0.00",20,,
ca,building basement walls,basement renovation,,,,,50,25,2.44,0.33,109,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.11,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.29,0.11,0.05,0.11",20,,
ca,condo remodel cost,basement renovation,,,,,50,5,1.93,0.09,201,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.11,0.11,0.17,1.00,0.23,0.17,0.23,0.17,0.11,0.17,0.17,0.11",20,,
ca,how long does a bathroom renovation take,basement renovation,,,,,50,5,2.44,0.04,118,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews, Video","0.06,0.34,0.34,0.06,0.06,0.06,0.06,0.09,0.09,0.43,0.34,0.15",20,,
ca,how much does it cost to build a basement,basement renovation,,,,,50,11,1.61,0.33,135,Informational,"AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches, Short Videos","0.50,0.50,0.50,0.78,0.28,0.35,0.28,0.14,0.21,0.35,0.21,0.28",20,,
ca,insulate basement floor,basement renovation,,,,,50,9,1.43,0.99,170,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.14,0.33,0.19,0.14,0.33,0.52,0.42,0.19,0.23,0.23,0.23,0.23",20,,
ca,insulate basement walls,basement renovation,,,,,50,14,1.48,0.88,177,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video, Video Carousel","0.11,0.08,0.06,0.08,0.11,0.15,0.08,0.11,0.06,0.05,0.03,0.03",20,,
ca,insulating basement walls with foam board,basement renovation,,,,,50,33,0.57,0.74,65,Informational,"Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.07,0.07,0.07,0.07,0.07,0.07,0.42,0.42,0.42,0.07,0.07,0.07",20,,
ca,insulating the basement,basement renovation,,,,,50,28,2.27,0.72,62,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.45,0.18,0.27,0.27,0.27,0.27,1.00,0.81,0.81,0.81,0.81,1.00",90,,
ca,kitchen cabinet remodeling,basement renovation,,,,,50,33,2.72,0.47,187,Informational,"Local Pack, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.23,0.41,0.41,0.29,0.17,0.29,0.41,0.29,0.29,0.17,0.17,0.29",90,,
ca,kitchen remodel checklist,basement renovation,,,,,50,23,0.84,0.11,123,Informational,"Reviews, Video, People Also Ask, Related Searches, AI Overview, Image Pack","0.42,0.33,0.14,0.14,0.09,0.09,0.09,0.09,0.14,0.33,0.42,0.42",90,,
ca,photos kitchen remodels,basement renovation,,,,,50,38,0.36,0.71,198,Informational,"People Also Ask, Related Searches, Image Pack, Video, Video Carousel","0.00,0.00,0.50,0.64,0.35,0.50,1.00,0.50,0.50,0.00,0.00,0.00",90,,
ca,photos of remodeled kitchens,basement renovation,,,,,50,41,0.36,0.58,198,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos","0.00,0.00,0.63,0.63,0.45,0.63,1.00,0.63,0.63,0.00,0.00,0.00",90,,
ca,refurbish kitchen,basement renovation,,,,,50,39,2.94,0.63,67,Informational,"Local Pack, Video, Video Carousel, People Also Ask, Related Searches","0.09,1.00,0.14,0.14,0.14,0.14,0.14,0.19,0.19,0.14,0.09,0.09",75,,
ca,renovation drawings,basement renovation,,,,,50,7,2.31,0.49,134,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches","0.09,0.09,0.33,0.23,0.42,0.42,0.23,0.23,0.09,0.23,0.23,0.23",20,,
ca,renovation kitchen ideas,basement renovation,,,,,50,38,0.50,0.76,194,Informational,"Related Searches, AI Overview, Video, Adwords Top, People Also Ask, Image Pack, Image, Adwords Bottom, Video Carousel, Popular Products","0.00,0.03,0.21,0.26,0.00,0.00,0.01,0.02,0.02,0.03,1.00,0.14",90,,
ca,renovation of building,basement renovation,,,,,50,36,3.20,0.16,231000000,Informational,"Image Pack, Site Links, People Also Ask, Related Searches","0.11,0.55,0.33,1.00,0.77,0.77,1.00,0.55,0.44,0.77,0.55,0.55",20,,
ca,room renovations,basement renovation,,,,,50,16,2.08,0.23,129,Informational,"Discussions And Forums, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.77,0.77,0.55,0.44,0.55,0.22,0.77,0.44,1.00,0.44,0.33,1.00",75,,
ca,what r value for basement walls,basement renovation,,,,,50,23,0.85,0.18,135,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack","0.17,0.23,0.29,0.29,0.41,0.41,0.41,0.29,0.29,0.29,0.17,0.17",20,,
ca,7 great basement design ideas,basement renovation,,,,,90,28,0.44,0.24,182,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Reviews","0.09,0.09,0.09,0.11,0.11,0.11,0.07,0.11,0.07,0.09,0.05,0.07",90,,
ca,basement bath rough in,basement renovation,,,,,90,20,0.00,0.33,179,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.34,0.42,0.42,0.07,0.07,0.53,0.42,0.65,0.53,0.07,0.07,0.07",20,,
ca,basement developers,basement renovation,,,,,90,30,7.41,0.35,137,Informational,"People Also Ask, Related Searches, AI Overview, Knowledge Panel, Video, Adwords Bottom","0.11,0.41,0.52,0.64,0.64,0.64,1.00,0.64,0.52,0.64,0.52,0.64",70,,
ca,basement fireplace ideas,basement renovation,,,,,90,19,0.00,1.00,237,Informational,"Discussions And Forums, Reviews, Video, Video Carousel, Short Videos, Image Pack, Image, People Also Ask, Popular Products, Related Searches","0.15,0.28,0.28,0.65,0.21,0.43,0.21,0.28,0.21,0.21,0.21,0.12",90,,
ca,basement staircase,basement renovation,,,,,90,34,1.16,0.16,181,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Video, Image","0.65,0.42,0.34,0.26,0.19,1.00,0.03,0.03,0.80,0.42,0.11,0.26",75,,
ca,bathroom vanity with sink installation,basement renovation,,,,,90,32,1.37,0.33,166,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews, Video, Short Videos, Local Pack, Image Pack","0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.00,0.54",90,,
ca,changing baseboards,basement renovation,,,,,90,33,1.01,0.85,124,Informational,"Video, People Also Ask, Popular Products, Related Searches","0.78,0.64,0.78,0.78,0.50,0.64,0.50,0.78,0.64,0.64,0.50,0.64",75,,
ca,cost to install new bathroom vanity,basement renovation,,,,,90,23,1.99,0.10,90,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.07,0.07,0.07,0.07,0.07,0.34,0.42,0.03,1.00,0.80,1.00,0.26",20,,
ca,home addition vaughan,basement renovation,,,,,90,5,0.00,0.00,123,Informational,"AI Overview, Local Pack, Reviews, Video, Related Searches","0.00,0.63,1.00,1.00,1.00,1.00,1.00",90,,
ca,house and renovation,basement renovation,,,,,90,58,2.80,0.24,147,Informational,"People Also Ask, Related Searches, AI Overview, Local Pack, Site Links, Reviews, Video, Video Carousel","0.00,0.00,0.00,0.80,0.53,0.53,0.34,0.42,0.34,0.53,0.42,0.34",20,,
ca,legal basements,basement renovation,,,,,90,9,2.74,0.26,138,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.19,0.33,0.14,0.42,0.42,0.52,0.52,0.66,0.52,1.00,1.00,1.00",20,,
ca,patio remodel,basement renovation,,,,,90,23,2.14,0.84,162,Informational,"Video Carousel, People Also Ask, Related Searches, Local Pack, Image Pack, Site Links, Reviews, Video","0.10,0.08,0.06,0.05,0.03,0.02,0.01,0.03,0.03,0.06,0.10,0.08",20,,
ca,renovation images,basement renovation,,,,,90,32,0.96,0.03,138,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches","0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04",75,,
ca,sub basement,basement renovation,,,,,90,27,0.00,0.33,223,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video, Image, Video Carousel","0.52,0.52,0.64,0.52,0.64,0.82,0.64,0.41,0.41,0.41,0.64,0.41",20,,
ca,backyard reno ideas,basement renovation,,,,,70,33,0.93,0.93,182,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums","0.41,0.64,0.41,0.52,0.23,0.17,0.17,0.29,0.29,0.52,0.82,1.00",20,,
ca,baseboard crack filler,basement renovation,,,,,70,22,0.57,1.00,160,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.34,0.26,0.26,0.19,0.19,0.26,0.26,0.26,0.26,0.26,0.26,0.26",20,,
ca,basement casement windows,basement renovation,,,,,70,10,2.56,0.84,193,Informational,"Image Pack, Site Links, Video, Popular Products, Reviews, Image, Video Carousel, People Also Ask, Related Searches","0.35,0.05,0.28,0.28,0.05,0.28,0.05,0.05,0.28,0.28,0.28,0.28",20,,
ca,basement framing cost,basement renovation,,,,,70,18,1.90,0.12,193,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","0.14,0.21,0.21,0.78,0.35,0.35,0.14,0.78,0.78,0.78,0.78,0.21",20,,
ca,basement home gym ideas,basement renovation,,,,,70,23,0.48,0.87,188,Informational,"Adwords Bottom, Video Carousel, Video, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Reviews, Image","0.06,0.14,0.10,0.18,0.14,0.14,0.18,0.18,0.08,0.14,0.22,0.06",90,,
ca,basement organization,basement renovation,,,,,70,32,0.32,0.98,190,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews","0.17,0.41,0.41,0.52,0.41,0.64,0.64,0.52,0.41,0.41,0.29,0.41",75,,
ca,basement organization ideas,basement renovation,,,,,70,37,0.54,1.00,184,Informational,"Reviews, Video, Image, Video Carousel, People Also Ask, Related Searches","0.09,0.23,0.23,0.09,0.52,0.52,0.19,0.52,0.19,0.33,0.14,0.09",90,,
ca,basement renovations edmonton cost,basement renovation,,,,,70,4,2.23,0.14,129,Informational,"Discussions And Forums, AI Overview, Site Links, Video, People Also Ask, Related Searches","0.18,0.81,0.81,1.00,0.81,0.63,0.63,0.63,0.63,0.63,0.81,1.00",20,,
ca,basement sound insulation,basement renovation,,,,,70,14,1.32,0.93,163,Informational,"Reviews, Video, Video Carousel, Related Searches, Discussions And Forums, AI Overview, People Also Ask, Image Pack, Site Links","0.52,0.41,0.41,0.41,0.64,0.52,0.29,0.23,0.41,0.52,0.41,0.41",20,,
ca,bathroom renovation cost edmonton,basement renovation,,,,,70,2,1.31,0.17,115,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video","0.07,0.42,0.26,0.42,0.34,0.42,0.42,0.34,0.34,0.26,0.26,0.42",20,,
ca,ceiling ideas for basements,basement renovation,,,,,70,25,0.46,1.00,188,Informational,"Discussions And Forums, Image Pack, Video, People Also Ask, Popular Products, Short Videos, Reviews, Image, Video Carousel, Related Searches","0.12,0.12,0.12,0.15,0.15,0.21,0.28,0.53,0.28,0.43,0.28,0.12",90,,
ca,condo renovation vaughan,basement renovation,,,,,70,6,0.00,0.00,127,Informational,"People Also Ask, Related Searches, AI Overview, Local Pack, Reviews, Video","0.09,0.63,0.63,0.45,0.45,0.81,0.63,0.63,0.81,0.63,1.00,0.09",90,,
ca,daylight basement,basement renovation,,,,,70,20,0.00,0.01,20,Informational,"AI Overview, Reviews, Video, Image, People Also Ask, Related Searches","0.64,0.64,0.64,0.64,0.50,0.35,0.28,0.78,0.50,0.50,0.50,0.50",75,,
ca,drywall basement,basement renovation,,,,,70,8,1.01,0.43,168,Informational,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Short Videos, Discussions And Forums, AI Overview, Site Links, Related Searches","0.17,0.52,0.64,0.41,0.52,0.41,0.23,0.29,0.82,0.29,0.17,0.17",20,,
ca,framing a basement wall,basement renovation,,,,,70,20,2.11,0.05,108,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.23,0.23,0.17,0.52,0.23,0.29,0.82,0.41,0.64,0.17,0.05,0.05",20,,
ca,good paint colors for basement,basement renovation,,,,,70,27,0.22,0.38,184,Informational,"Related Searches, Short Videos, AI Overview, Reviews, Video, Image, People Also Ask","0.35,0.64,0.21,0.28,0.35,0.64,0.78,0.64,0.64,0.50,1.00,1.00",90,,
ca,house reno,basement renovation,,,,,70,53,0.00,0.09,122,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.09,0.52,0.52,0.42,0.33,0.42,0.42,0.42,0.19,0.23,0.19,0.19",75,,
ca,how to fix baseboards,basement renovation,,,,,70,31,0.63,0.81,107,Informational,"Short Videos, AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches","0.64,0.64,0.50,0.50,0.50,0.35,0.50,0.64,0.50,0.50,0.50,0.00",20,,
ca,how to frame in a basement wall,basement renovation,,,,,70,40,0.29,0.01,108,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, People Also Ask","0.78,1.00,1.00,0.00,0.00,0.14,0.14,0.21,0.78,0.78,0.07,0.07",20,,
ca,how to install toilet sink,basement renovation,,,,,70,25,1.19,0.10,107,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos","0.15,0.65,0.26,0.34,0.26,0.26,0.65,0.26,0.26,0.42,0.42,0.26",90,,
ca,remodeled attics,basement renovation,,,,,70,30,2.26,0.36,107,Informational,"Video, Image, Video Carousel, People Also Ask, AI Overview, Image Pack, Reviews, Adwords Top, Adwords Bottom, Related Searches","0.17,0.64,0.41,0.52,0.29,0.41,1.00,0.41,0.00,0.23,0.00,0.00",75,,
ca,renovate whole house,basement renovation,,,,,70,29,3.42,0.15,205,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.00,0.00,0.00,0.81,1.00,0.00,0.43,0.00,0.28,0.00,0.03,0.00",20,,
ca,renovating a house,basement renovation,,,,,70,50,2.80,0.24,139,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Local Pack","0.10,0.18,0.18,0.22,0.22,0.14,0.14,0.14,0.08,0.10,0.18,0.14",90,,
ca,renovation projects,basement renovation,,,,,70,18,3.10,0.22,175,Informational,"Image Pack, Reviews, Discussions And Forums, AI Overview, Local Pack, Video, Video Carousel, People Also Ask, Related Searches","0.14,0.23,0.23,0.80,0.19,0.23,0.23,0.33,0.33,0.19,0.19,0.14",75,,
ca,what is good flooring for a basement,basement renovation,,,,,70,28,0.40,0.99,187,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.34,0.42,0.42,0.26,0.34,0.26,0.26,0.34,0.00,0.34,0.34,0.42",20,,
ca,basement reno edmonton,basement renovation,,,,,50,22,4.56,0.42,56,Informational,"Knowledge Panel, Reviews, People Also Ask, Related Searches","0.22,0.77,0.77,0.55,0.77,0.44,0.33,0.33,1.00,0.77,0.77,0.33",70,,
ca,before after kitchen renovations,basement renovation,,,,,50,36,0.67,0.28,126,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.00,0.45,0.45,0.63,0.63,0.63,0.63,0.45,0.63,0.63,1.00,0.18",20,,
ca,design renovation,basement renovation,,,,,50,8,2.54,0.66,136,Informational,"Related Searches, Local Pack, Image Pack, Reviews, Video, Video Carousel, People Also Ask","0.28,1.00,1.00,0.50,0.21,0.28,0.28,0.28,0.21,0.28,0.21,0.21",75,,
ca,foundation types for homes,basement renovation,,,,,50,15,1.46,0.04,178,Informational,"People Also Ask, Related Searches, AI Overview, Video, Image, Video Carousel","0.09,0.21,0.21,0.21,0.15,0.12,0.12,0.06,0.12,0.15,0.12,0.21",90,,
ca,garden renovation,basement renovation,,,,,50,28,1.45,0.54,169,Informational,"People Also Ask, Short Videos, Discussions And Forums, Image Pack, Video, Related Searches, Local Pack, Reviews, Image, Video Carousel","0.09,0.09,0.19,0.52,0.23,0.23,0.19,0.33,0.33,0.19,0.33,0.33",75,,
ca,home foundation,basement renovation,,,,,50,34,5.50,0.16,206,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.21,0.28,0.28,0.50,0.50,0.50,0.35,0.50,0.35,0.28,0.28,0.28",75,,
ca,home remodeling before and after,basement renovation,,,,,50,36,1.41,0.05,86,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches","0.33,0.77,0.77,0.77,0.55,0.55,0.33,0.44,0.77,0.55,0.55,0.44",90,,
ca,how do you insulate a basement,basement renovation,,,,,50,27,0.96,0.66,105,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Discussions And Forums, AI Overview, Reviews","0.09,0.23,0.23,0.09,0.52,0.09,0.52,0.52,0.09,0.09,0.09,0.09",90,,
ca,how to insulate a basement,basement renovation,,,,,50,26,0.96,0.55,107,Informational,"Short Videos, Reviews, Video Carousel, People Also Ask, Discussions And Forums, AI Overview, Site Links, Video, Related Searches","0.07,0.19,0.19,0.07,0.42,0.07,0.42,0.42,0.07,0.07,0.07,0.07",20,,
ca,how to kitchen renovation,basement renovation,,,,,50,29,0.66,0.15,108,Informational,"AI Overview, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.42,0.23,0.09,0.09,0.09,0.09,0.09,0.09,0.52,0.52,0.52,0.52",20,,
ca,inexpensive basement wall panels,basement renovation,,,,,50,29,0.58,0.99,184,Informational,"Image Pack, Video Carousel, Popular Products, AI Overview, Site Links, Video, Image, People Also Ask, Related Searches","0.09,0.14,0.52,0.52,0.09,0.09,0.14,0.52,0.09,0.09,0.14,0.14",20,,
ca,install sink bathroom,basement renovation,,,,,50,45,3.46,0.33,167,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Knowledge Panel, Image Pack, Reviews","0.00,0.77,1.00,0.44,0.77,0.77,0.77,0.77,0.44,0.55,0.55,0.77",70,,
ca,installing a new vanity,basement renovation,,,,,50,40,1.50,0.66,109,Informational,"Reviews, Video, People Also Ask, Related Searches, AI Overview","0.07,0.07,0.07,0.53,0.34,0.19,0.26,0.19,0.26,0.07,0.07,0.07",90,,
ca,light in basement,basement renovation,,,,,50,21,0.25,1.00,195,"Informational, Commercial","Image Pack, Site Links, Reviews, Video Carousel, People Also Ask, Popular Products, Video, Image, Related Searches","0.55,0.77,0.77,0.77,0.55,0.77,1.00,0.44,1.00,0.55,0.55,0.33",20,,
ca,renovation of house,basement renovation,,,,,50,49,2.80,0.24,147,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Reviews, Video, Image, Video Carousel","0.00,0.09,0.09,0.21,0.28,0.15,0.12,0.12,0.06,0.43,0.12,0.21",90,,
ca,types of foundations for houses,basement renovation,,,,,50,16,1.46,0.04,218,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Short Videos","0.27,0.63,0.63,0.63,0.45,0.36,0.36,0.18,0.36,0.45,0.36,0.63",90,,
ca,yard renovation,basement renovation,,,,,50,23,2.21,0.12,183,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Local Pack","0.18,0.27,0.36,1.00,1.00,1.00,0.36,0.45,0.27,0.27,0.27,0.36",75,,
ca,basement sound dampening,basement renovation,,,,,90,11,1.32,0.93,167,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.52,0.33,0.33,0.42,0.52,0.42,0.33,0.42,0.33,0.42,0.33,0.33",20,,
ca,basement waterproofing solutions,basement renovation,,,,,90,33,4.18,0.13,204,Informational,"AI Overview, Local Pack, Video, Video Carousel, People Also Ask, Related Searches","0.11,0.41,0.41,0.64,0.64,0.52,1.00,0.64,0.52,0.64,0.64,0.64",90,,
ca,basement waterproofing thornbury,basement renovation,,,,,90,3,0.00,0.00,12000,Informational,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.00,0.78,0.64,0.50,1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00",20,,
ca,cost of a bathroom renovation,basement renovation,,,,,90,14,2.10,0.18,208,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, Site Links, Discussions And Forums, AI Overview","0.07,0.12,0.12,0.23,0.17,0.12,0.17,0.23,0.35,0.82,0.53,0.66",20,,
ca,drop ceilings for basements,basement renovation,,,,,90,20,1.17,1.00,167,Informational,"Site Links, Video, Image, Video Carousel, AI Overview, People Also Ask, Popular Products, Related Searches, Short Videos, Discussions And Forums","0.11,0.34,0.34,0.26,0.26,0.34,0.42,0.42,0.34,0.42,0.26,0.26",20,,
ca,home renovation canada,basement renovation,,,,,90,51,3.00,0.27,133,Informational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, AI Overview, Reviews, Related Searches, Discussions And Forums","0.09,0.80,1.00,0.52,0.23,0.23,0.33,0.23,0.19,0.52,0.42,0.52",20,,
ca,how much to waterproof basement ontario,basement renovation,,,,,90,5,3.50,0.37,106,Informational,"Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.14,0.52,0.42,0.66,0.33,0.23,1.00,0.80,0.42,0.66,0.42,0.42",20,,
ca,how to make basement walls,basement renovation,,,,,90,38,0.00,0.03,105,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.52,0.33,0.66,0.52,0.42,0.42,0.42,0.52,0.33,0.42,0.33,0.33",20,,
ca,insulation basement,basement renovation,,,,,90,23,2.27,0.72,183,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Discussions And Forums, Site Links, Reviews, AI Overview","0.01,0.02,0.05,0.44,0.44,0.02,0.02,0.04,0.36,0.02,0.02,0.36",20,,
ca,reno ideas,basement renovation,,,,,90,38,0.85,0.26,192,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video, Image","0.09,0.23,0.33,0.33,0.66,1.00,0.52,0.33,0.33,0.33,0.23,0.19",20,,
ca,stair repair near me,basement renovation,,,,,90,4,2.25,0.60,116,"Informational, Transactional","Video, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Reviews","0.05,0.43,0.43,0.35,0.28,0.28,0.23,0.17,0.17,0.17,0.12,0.10",70,,
ca,staircase remodel cost,basement renovation,,,,,90,15,1.54,0.09,175,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.09,0.52,0.52,0.09,0.09,0.09,0.09,0.52,0.52,1.00,1.00,1.00",20,,
ca,staircase renovation prices,basement renovation,,,,,90,5,1.54,0.09,189,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.09,0.52,0.52,0.09,0.09,0.09,0.09,0.52,0.52,1.00,1.00,1.00",20,,
ca,toronto basement waterproofing cost,basement renovation,,,,,90,10,5.48,0.64,115,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video","0.03,0.20,0.03,0.03,0.03,0.07,0.03,0.04,0.00,0.02,0.00,0.01",20,,
ca,walkout basement definition,basement renovation,,,,,90,21,0.00,0.33,131,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.34,0.34,0.26,0.34,0.34,0.26,0.34,0.34,0.42,0.42,0.42,0.42",20,,
ca,wet basement repair cost,basement renovation,,,,,90,18,4.29,0.38,192,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.03,0.15,0.15,0.23,0.08,0.18,0.23,0.28,0.11,0.11,0.18,0.18",20,,
ca,average kitchen renovation cost calgary,basement renovation,,,,,70,4,0.00,0.33,123,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Reviews, Video, People Also Ask","0.06,0.06,0.12,0.21,0.21,0.12,1.00,0.15,0.15,0.28,0.28,0.28",20,,
ca,baseboard install,basement renovation,,,,,70,39,0.96,0.32,167,Informational,"Video, Adwords Bottom, Video Carousel, Image Pack, Site Links, Reviews, People Also Ask, Related Searches, Short Videos, AI Overview","0.08,0.11,0.08,0.08,0.06,0.06,0.00,0.00,0.00,0.01,0.66,0.01",20,,
ca,baseboard trim on stairs,basement renovation,,,,,70,26,0.00,0.58,55,Informational,"Related Searches, AI Overview, Video, Image, People Also Ask","0.14,0.14,0.50,0.14,0.14,0.50,0.35,0.78,0.64,0.64,0.64,0.50",90,,
ca,basement entrance cover,basement renovation,,,,,70,14,0.65,0.16,184,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Short Videos","0.06,0.28,0.21,0.34,0.34,0.28,0.12,0.21,0.15,0.15,0.21,0.21",20,,
ca,basement fireplace,basement renovation,,,,,70,9,0.38,1.00,181,Informational,"Popular Products, Site Links, Reviews, Video, People Also Ask, Related Searches, Short Videos, AI Overview, Image, Video Carousel","0.17,0.17,0.17,0.23,0.23,0.35,0.23,0.28,0.12,0.17,0.12,0.12",20,,
ca,basement leakage,basement renovation,,,,,70,13,8.39,0.70,131,Informational,"Local Pack, Video, Adwords Bottom, Related Searches, Discussions And Forums, Adwords Middle, AI Overview, Site Links, Reviews, Video Carousel, People Also Ask, Short Videos","0.04,0.42,0.33,0.33,0.33,0.33,0.42,0.33,0.42,0.52,0.04,0.04",20,,
ca,basement reno cost per square foot,basement renovation,,,,,70,10,2.73,0.20,134,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.34,0.19,0.15,0.19,0.19,0.19,0.26,0.42,0.26,0.19,0.19,0.19",20,,
ca,basement renovations king,basement renovation,,,,,70,5,0.00,0.33,143,Informational,"Related Searches, AI Overview, Local Pack, Reviews, Video, Adwords Bottom, People Also Ask","0.64,1.00,0.78,1.00,0.35,0.35,0.35,0.50,0.14,0.35,0.64,0.50",90,,
ca,basement rug ideas,basement renovation,,,,,70,25,0.48,1.00,179,Informational,"Site Links, Image, People Also Ask, Popular Products, Short Videos, Discussions And Forums, AI Overview, Video, Related Searches","0.81,0.63,0.63,0.45,0.81,0.81,0.45,1.00,0.63,0.63,0.63,0.45",20,,
ca,basement stair,basement renovation,,,,,70,32,0.74,0.24,180,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Video, Image","0.45,0.81,0.45,0.63,0.45,0.63,0.81,0.81,0.81,1.00,1.00,0.63",75,,
ca,basement staircase ideas,basement renovation,,,,,70,22,0.27,0.52,216,Informational,"Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Video","0.00,0.11,0.42,0.11,0.11,0.07,0.65,0.11,0.65,0.19,0.65,0.07",90,,
