priority,research_batch,coverage_level,keyword,keyword_type,intent,service_slug,service_name,category,core_service,location,location_slug,location_tier,parent_municipality,region,page_strategy,suggested_url,volume,keyword_difficulty,cpc_usd,in_semrush_export
3,760,micro-location,weston siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Weston,weston,micro,York,Toronto,target on parent city page,/locations/toronto/york/,,,,no
3,760,micro-location,willowdale siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Willowdale,willowdale,micro,North York,Toronto,target on parent city page,/locations/toronto/north-york/,,,,no
3,760,micro-location,windfields siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Windfields,windfields,micro,Oshawa,Durham Region,target on parent city page,/locations/durham-region/oshawa/,,,,no
3,760,micro-location,wismer siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Wismer,wismer,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,760,micro-location,woburn siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Woburn,woburn,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,760,micro-location,woodbridge siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Woodbridge,woodbridge,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,760,micro-location,wychwood siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Wychwood,wychwood,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,yonge and eglinton siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Yonge and Eglinton,yonge-and-eglinton,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,yorkville siding installation,service+micro,Commercial,siding-installation,Siding Installation,Exterior & Siding,yes,Yorkville,yorkville,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,acton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Acton,acton,micro,Halton Hills,Halton Region,target on parent city page,/locations/halton-region/halton-hills/,,,,no
3,760,micro-location,agincourt staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Agincourt,agincourt,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,760,micro-location,aldershot staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Aldershot,aldershot,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,760,micro-location,alderwood staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Alderwood,alderwood,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,760,micro-location,alton village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Alton Village,alton-village,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,760,micro-location,applewood staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Applewood,applewood,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,760,micro-location,bay ridges staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bay Ridges,bay-ridges,micro,Pickering,Durham Region,target on parent city page,/locations/durham-region/pickering/,,,,no
3,760,micro-location,bayview hill staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bayview Hill,bayview-hill,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,760,micro-location,bayview village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bayview Village,bayview-village,micro,North York,Toronto,target on parent city page,/locations/toronto/north-york/,,,,no
3,760,micro-location,beaty staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Beaty,beaty,micro,Milton,Halton Region,target on parent city page,/locations/halton-region/milton/,,,,no
3,760,micro-location,beaverton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Beaverton,beaverton,micro,Brock,Durham Region,target on parent city page,/locations/durham-region/brock/,,,,no
3,760,micro-location,bedford park staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bedford Park,bedford-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,berczy village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Berczy Village,berczy-village,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,760,micro-location,bloor west village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bloor West Village,bloor-west-village,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,bolton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bolton,bolton,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,760,micro-location,bowmanville staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bowmanville,bowmanville,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,760,micro-location,bramalea staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bramalea,bramalea,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,760,micro-location,bronte staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bronte,bronte,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,760,micro-location,brooklin staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Brooklin,brooklin,micro,Whitby,Durham Region,target on parent city page,/locations/durham-region/whitby/,,,,no
3,760,micro-location,cabbagetown staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cabbagetown,cabbagetown,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,caledon east staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Caledon East,caledon-east,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,760,micro-location,cannington staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cannington,cannington,micro,Brock,Durham Region,target on parent city page,/locations/durham-region/brock/,,,,no
3,760,micro-location,casa loma staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Casa Loma,casa-loma,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,760,micro-location,castlemore staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Castlemore,castlemore,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,760,micro-location,churchill meadows staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Churchill Meadows,churchill-meadows,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,760,micro-location,clarkson staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Clarkson,clarkson,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,760,micro-location,clearview staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Clearview,clearview,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,cliffside staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cliffside,cliffside,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,761,micro-location,concord staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Concord,concord,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,761,micro-location,cooksville staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cooksville,cooksville,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,corktown staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Corktown,corktown,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,cornell staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Cornell,cornell,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,761,micro-location,courtice staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Courtice,courtice,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,761,micro-location,credit valley staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Credit Valley,credit-valley,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,danforth staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Danforth,danforth,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,davisville staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Davisville,davisville,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,don mills staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Don Mills,don-mills,micro,North York,Toronto,target on parent city page,/locations/toronto/north-york/,,,,no
3,761,micro-location,erin mills staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Erin Mills,erin-mills,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,fletchers meadow staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Fletchers Meadow,fletchers-meadow,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,forest hill staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Forest Hill,forest-hill,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,georgetown staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Georgetown,georgetown,micro,Halton Hills,Halton Region,target on parent city page,/locations/halton-region/halton-hills/,,,,no
3,761,micro-location,glen abbey staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Glen Abbey,glen-abbey,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,guildwood staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Guildwood,guildwood,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,761,micro-location,harbourfront staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Harbourfront,harbourfront,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,hawthorne village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Hawthorne Village,hawthorne-village,micro,Milton,Halton Region,target on parent city page,/locations/halton-region/milton/,,,,no
3,761,micro-location,heart lake staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Heart Lake,heart-lake,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,high park staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,High Park,high-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,highland creek staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Highland Creek,highland-creek,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,761,micro-location,holland landing staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Holland Landing,holland-landing,micro,East Gwillimbury,York Region,target on parent city page,/locations/york-region/east-gwillimbury/,,,,no
3,761,micro-location,humber bay staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Humber Bay,humber-bay,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,inglewood staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Inglewood,inglewood,micro,Caledon,Peel Region,target on parent city page,/locations/peel-region/caledon/,,,,no
3,761,micro-location,islington staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Islington,islington,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,jacksons point staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Jacksons Point,jacksons-point,micro,Georgina,York Region,target on parent city page,/locations/york-region/georgina/,,,,no
3,761,micro-location,jefferson staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Jefferson,jefferson,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,761,micro-location,joshua creek staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Joshua Creek,joshua-creek,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,keswick staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Keswick,keswick,micro,Georgina,York Region,target on parent city page,/locations/york-region/georgina/,,,,no
3,761,micro-location,king west staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,King West,king-west,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,kleinburg staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Kleinburg,kleinburg,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,761,micro-location,lakeview staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Lakeview,lakeview,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,lawrence park staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Lawrence Park,lawrence-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,leaside staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Leaside,leaside,micro,East York,Toronto,target on parent city page,/locations/toronto/east-york/,,,,no
3,761,micro-location,leslieville staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Leslieville,leslieville,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,liberty village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Liberty Village,liberty-village,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,little italy staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Little Italy,little-italy,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,long branch staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Long Branch,long-branch,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,lorne park staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Lorne Park,lorne-park,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,malton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Malton,malton,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,malvern staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Malvern,malvern,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,761,micro-location,maple staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Maple,maple,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,761,micro-location,markham village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Markham Village,markham-village,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,761,micro-location,meadowvale staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Meadowvale,meadowvale,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,mill pond staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mill Pond,mill-pond,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,761,micro-location,millcroft staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Millcroft,millcroft,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,761,micro-location,milliken staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Milliken,milliken,micro,Markham,York Region,target on parent city page,/locations/york-region/markham/,,,,no
3,761,micro-location,mimico staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mimico,mimico,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,mineola staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mineola,mineola,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,mount albert staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mount Albert,mount-albert,micro,East Gwillimbury,York Region,target on parent city page,/locations/york-region/east-gwillimbury/,,,,no
3,761,micro-location,mount dennis staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mount Dennis,mount-dennis,micro,York,Toronto,target on parent city page,/locations/toronto/york/,,,,no
3,761,micro-location,mount pleasant staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Mount Pleasant,mount-pleasant,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,new toronto staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,New Toronto,new-toronto,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,newcastle staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Newcastle,newcastle,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,761,micro-location,nobleton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Nobleton,nobleton,micro,King City,York Region,target on parent city page,/locations/york-region/king-city/,,,,no
3,761,micro-location,oak ridges staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Oak Ridges,oak-ridges,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,761,micro-location,oakwood village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Oakwood Village,oakwood-village,micro,York,Toronto,target on parent city page,/locations/toronto/york/,,,,no
3,761,micro-location,old milton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Old Milton,old-milton,micro,Milton,Halton Region,target on parent city page,/locations/halton-region/milton/,,,,no
3,761,micro-location,old oakville staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Old Oakville,old-oakville,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,orono staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Orono,orono,micro,Clarington,Durham Region,target on parent city page,/locations/durham-region/clarington/,,,,no
3,761,micro-location,parkdale staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Parkdale,parkdale,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,patterson staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Patterson,patterson,micro,Vaughan,York Region,target on parent city page,/locations/york-region/vaughan/,,,,no
3,761,micro-location,pickering village staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Pickering Village,pickering-village,micro,Ajax,Durham Region,target on parent city page,/locations/durham-region/ajax/,,,,no
3,761,micro-location,port credit staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Port Credit,port-credit,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,port perry staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Port Perry,port-perry,micro,Scugog,Durham Region,target on parent city page,/locations/durham-region/scugog/,,,,no
3,761,micro-location,port whitby staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Port Whitby,port-whitby,micro,Whitby,Durham Region,target on parent city page,/locations/durham-region/whitby/,,,,no
3,761,micro-location,queen west staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Queen West,queen-west,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,regent park staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Regent Park,regent-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,river oaks staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,River Oaks,river-oaks,micro,Oakville,Halton Region,target on parent city page,/locations/halton-region/oakville/,,,,no
3,761,micro-location,riverdale staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Riverdale,riverdale,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,roncesvalles staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Roncesvalles,roncesvalles,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,rosedale staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Rosedale,rosedale,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,roseland staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Roseland,roseland,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,761,micro-location,rougemount staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Rougemount,rougemount,micro,Pickering,Durham Region,target on parent city page,/locations/durham-region/pickering/,,,,no
3,761,micro-location,schomberg staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Schomberg,schomberg,micro,King City,York Region,target on parent city page,/locations/york-region/king-city/,,,,no
3,761,micro-location,seaton staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Seaton,seaton,micro,Pickering,Durham Region,target on parent city page,/locations/durham-region/pickering/,,,,no
3,761,micro-location,sharon staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Sharon,sharon,micro,East Gwillimbury,York Region,target on parent city page,/locations/york-region/east-gwillimbury/,,,,no
3,761,micro-location,springdale staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Springdale,springdale,micro,Brampton,Peel Region,target on parent city page,/locations/peel-region/brampton/,,,,no
3,761,micro-location,st clair west staircase renovation,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,St Clair West,st-clair-west,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
3,761,micro-location,staircase renovation in acton,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Acton,acton,micro,Halton Hills,Halton Region,target on parent city page,/locations/halton-region/halton-hills/,,,,no
3,761,micro-location,staircase renovation in agincourt,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Agincourt,agincourt,micro,Scarborough,Toronto,target on parent city page,/locations/toronto/scarborough/,,,,no
3,761,micro-location,staircase renovation in aldershot,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Aldershot,aldershot,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,761,micro-location,staircase renovation in alderwood,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Alderwood,alderwood,micro,Etobicoke,Toronto,target on parent city page,/locations/toronto/etobicoke/,,,,no
3,761,micro-location,staircase renovation in alton village,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Alton Village,alton-village,micro,Burlington,Halton Region,target on parent city page,/locations/halton-region/burlington/,,,,no
3,761,micro-location,staircase renovation in applewood,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Applewood,applewood,micro,Mississauga,Peel Region,target on parent city page,/locations/peel-region/mississauga/,,,,no
3,761,micro-location,staircase renovation in bay ridges,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bay Ridges,bay-ridges,micro,Pickering,Durham Region,target on parent city page,/locations/durham-region/pickering/,,,,no
3,761,micro-location,staircase renovation in bayview hill,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bayview Hill,bayview-hill,micro,Richmond Hill,York Region,target on parent city page,/locations/york-region/richmond-hill/,,,,no
3,761,micro-location,staircase renovation in bayview village,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bayview Village,bayview-village,micro,North York,Toronto,target on parent city page,/locations/toronto/north-york/,,,,no
3,761,micro-location,staircase renovation in beaty,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Beaty,beaty,micro,Milton,Halton Region,target on parent city page,/locations/halton-region/milton/,,,,no
3,761,micro-location,staircase renovation in beaverton,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Beaverton,beaverton,micro,Brock,Durham Region,target on parent city page,/locations/durham-region/brock/,,,,no
3,761,micro-location,staircase renovation in bedford park,service+micro,Commercial,staircase-renovation,Staircase Renovation,Stairs & Railings,yes,Bedford Park,bedford-park,micro,Toronto,Toronto,target on parent city page,/locations/toronto/toronto/,,,,no
